Pair,Date,Rate
USDGBP,2023-09-18,0.806610
HKDGBP,2023-09-19,0.103281
NZDGBP,2023-09-19,0.478070
SGDGBP,2023-09-19,0.592210
USDGBP,2023-09-19,0.807510
HKDGBP,2023-09-20,0.103164
NZDGBP,2023-09-20,0.480130
SGDGBP,2023-09-20,0.591330
USDGBP,2023-09-20,0.806870
HKDGBP,2023-09-21,0.103669
NZDGBP,2023-09-21,0.480490
SGDGBP,2023-09-21,0.593620
USDGBP,2023-09-21,0.811100
HKDGBP,2023-09-22,0.104003
NZDGBP,2023-09-22,0.482300
SGDGBP,2023-09-22,0.595120
USDGBP,2023-09-22,0.813390
HKDGBP,2023-09-25,0.104448
NZDGBP,2023-09-25,0.486520
SGDGBP,2023-09-25,0.598020
USDGBP,2023-09-25,0.816870
HKDGBP,2023-09-26,0.104745
NZDGBP,2023-09-26,0.488500
SGDGBP,2023-09-26,0.599250
USDGBP,2023-09-26,0.818790
HKDGBP,2023-09-27,0.105254
NZDGBP,2023-09-27,0.489400
SGDGBP,2023-09-27,0.601160
USDGBP,2023-09-27,0.823260
HKDGBP,2023-09-28,0.105352
NZDGBP,2023-09-28,0.487430
SGDGBP,2023-09-28,0.600150
USDGBP,2023-09-28,0.824040
HKDGBP,2023-09-29,0.104644
NZDGBP,2023-09-29,0.488600
SGDGBP,2023-09-29,0.599750
USDGBP,2023-09-29,0.819350
HKDGBP,2023-10-02,0.104716
NZDGBP,2023-10-02,0.491500
SGDGBP,2023-10-02,0.599910
USDGBP,2023-10-02,0.820140
HKDGBP,2023-10-03,0.105602
NZDGBP,2023-10-03,0.491340
SGDGBP,2023-10-03,0.602130
USDGBP,2023-10-03,0.827050
HKDGBP,2023-10-04,0.105703
NZDGBP,2023-10-04,0.489500
SGDGBP,2023-10-04,0.602750
USDGBP,2023-10-04,0.827920
HKDGBP,2023-10-05,0.105239
NZDGBP,2023-10-05,0.487550
SGDGBP,2023-10-05,0.600530
USDGBP,2023-10-05,0.823900
HKDGBP,2023-10-06,0.104775
NZDGBP,2023-10-06,0.489460
SGDGBP,2023-10-06,0.600000
USDGBP,2023-10-06,0.820500
HKDGBP,2023-10-09,0.104474
NZDGBP,2023-10-09,0.488640
SGDGBP,2023-10-09,0.598840
USDGBP,2023-10-09,0.818270
HKDGBP,2023-10-10,0.104269
NZDGBP,2023-10-10,0.492000
SGDGBP,2023-10-10,0.598370
USDGBP,2023-10-10,0.816300
HKDGBP,2023-10-11,0.104050
NZDGBP,2023-10-11,0.491510
SGDGBP,2023-10-11,0.597010
USDGBP,2023-10-11,0.813580
HKDGBP,2023-10-12,0.103830
NZDGBP,2023-10-12,0.488640
SGDGBP,2023-10-12,0.595800
USDGBP,2023-10-12,0.811930
HKDGBP,2023-10-13,0.104909
NZDGBP,2023-10-13,0.485950
SGDGBP,2023-10-13,0.599260
USDGBP,2023-10-13,0.820800
HKDGBP,2023-10-16,0.105161
NZDGBP,2023-10-16,0.485900
SGDGBP,2023-10-16,0.600930
USDGBP,2023-10-16,0.822790
HKDGBP,2023-10-17,0.104732
NZDGBP,2023-10-17,0.483080
SGDGBP,2023-10-17,0.598290
USDGBP,2023-10-17,0.818900
HKDGBP,2023-10-18,0.104946
NZDGBP,2023-10-18,0.483700
SGDGBP,2023-10-18,0.599930
USDGBP,2023-10-18,0.821100
HKDGBP,2023-10-19,0.105186
NZDGBP,2023-10-19,0.482000
SGDGBP,2023-10-19,0.599570
USDGBP,2023-10-19,0.823490
HKDGBP,2023-10-20,0.105300
NZDGBP,2023-10-20,0.481150
SGDGBP,2023-10-20,0.600180
USDGBP,2023-10-20,0.823910
HKDGBP,2023-10-23,0.105047
NZDGBP,2023-10-23,0.479140
SGDGBP,2023-10-23,0.598890
USDGBP,2023-10-23,0.822100
HKDGBP,2023-10-24,0.104332
NZDGBP,2023-10-24,0.477540
SGDGBP,2023-10-24,0.597210
USDGBP,2023-10-24,0.816310
HKDGBP,2023-10-25,0.105092
NZDGBP,2023-10-25,0.480670
SGDGBP,2023-10-25,0.601010
USDGBP,2023-10-25,0.822240
HKDGBP,2023-10-26,0.105623
NZDGBP,2023-10-26,0.478460
SGDGBP,2023-10-26,0.601990
USDGBP,2023-10-26,0.826210
HKDGBP,2023-10-27,0.105352
NZDGBP,2023-10-27,0.479900
SGDGBP,2023-10-27,0.601900
USDGBP,2023-10-27,0.823920
HKDGBP,2023-10-30,0.105532
NZDGBP,2023-10-30,0.479400
SGDGBP,2023-10-30,0.602440
USDGBP,2023-10-30,0.825510
HKDGBP,2023-10-31,0.105095
NZDGBP,2023-10-31,0.479800
SGDGBP,2023-10-31,0.602210
USDGBP,2023-10-31,0.821980
HKDGBP,2023-11-01,0.105171
NZDGBP,2023-11-01,0.477810
SGDGBP,2023-11-01,0.600870
USDGBP,2023-11-01,0.822900
HKDGBP,2023-11-02,0.104939
NZDGBP,2023-11-02,0.482570
SGDGBP,2023-11-02,0.600710
USDGBP,2023-11-02,0.820870
HKDGBP,2023-11-03,0.104826
NZDGBP,2023-11-03,0.483530
SGDGBP,2023-11-03,0.600910
USDGBP,2023-11-03,0.820220
HKDGBP,2023-11-06,0.103291
NZDGBP,2023-11-06,0.484530
SGDGBP,2023-11-06,0.597020
USDGBP,2023-11-06,0.808160
HKDGBP,2023-11-07,0.103566
NZDGBP,2023-11-07,0.482850
SGDGBP,2023-11-07,0.599520
USDGBP,2023-11-07,0.810010
HKDGBP,2023-11-08,0.104036
NZDGBP,2023-11-08,0.482740
SGDGBP,2023-11-08,0.600580
USDGBP,2023-11-08,0.813550
HKDGBP,2023-11-09,0.104157
NZDGBP,2023-11-09,0.481140
SGDGBP,2023-11-09,0.600110
USDGBP,2023-11-09,0.814000
HKDGBP,2023-11-10,0.104817
NZDGBP,2023-11-10,0.481970
SGDGBP,2023-11-10,0.601530
USDGBP,2023-11-10,0.818530
HKDGBP,2023-11-13,0.104688
NZDGBP,2023-11-13,0.481910
SGDGBP,2023-11-13,0.601210
USDGBP,2023-11-13,0.817780
HKDGBP,2023-11-14,0.104278
NZDGBP,2023-11-14,0.478900
SGDGBP,2023-11-14,0.599180
USDGBP,2023-11-14,0.814290
HKDGBP,2023-11-15,0.102531
NZDGBP,2023-11-15,0.480480
SGDGBP,2023-11-15,0.593140
USDGBP,2023-11-15,0.800350
HKDGBP,2023-11-16,0.103109
NZDGBP,2023-11-16,0.485240
SGDGBP,2023-11-16,0.596240
USDGBP,2023-11-16,0.805000
HKDGBP,2023-11-17,0.103231
NZDGBP,2023-11-17,0.480390
SGDGBP,2023-11-17,0.597900
USDGBP,2023-11-17,0.805480
HKDGBP,2023-11-20,0.102988
NZDGBP,2023-11-20,0.481360
SGDGBP,2023-11-20,0.597530
USDGBP,2023-11-20,0.802920
HKDGBP,2023-11-21,0.102586
NZDGBP,2023-11-21,0.482750
SGDGBP,2023-11-21,0.597600
USDGBP,2023-11-21,0.799420
HKDGBP,2023-11-22,0.102257
NZDGBP,2023-11-22,0.482530
SGDGBP,2023-11-22,0.595800
USDGBP,2023-11-22,0.797180
HKDGBP,2023-11-23,0.102686
NZDGBP,2023-11-23,0.482000
SGDGBP,2023-11-23,0.596510
USDGBP,2023-11-23,0.800640
HKDGBP,2023-11-24,0.102307
NZDGBP,2023-11-24,0.482510
SGDGBP,2023-11-24,0.594920
USDGBP,2023-11-24,0.797860
HKDGBP,2023-11-27,0.101836
NZDGBP,2023-11-27,0.482200
SGDGBP,2023-11-27,0.592230
USDGBP,2023-11-27,0.793630
HKDGBP,2023-11-28,0.101609
NZDGBP,2023-11-28,0.482950
SGDGBP,2023-11-28,0.592220
USDGBP,2023-11-28,0.791490
HKDGBP,2023-11-29,0.100915
NZDGBP,2023-11-29,0.483200
SGDGBP,2023-11-29,0.591280
USDGBP,2023-11-29,0.786640
HKDGBP,2023-11-30,0.100924
NZDGBP,2023-11-30,0.484790
SGDGBP,2023-11-30,0.591040
USDGBP,2023-11-30,0.787625
HKDGBP,2023-12-01,0.101355
NZDGBP,2023-12-01,0.487370
SGDGBP,2023-12-01,0.592070
USDGBP,2023-12-01,0.791660
HKDGBP,2023-12-04,0.100653
NZDGBP,2023-12-04,0.488810
SGDGBP,2023-12-04,0.590220
USDGBP,2023-12-04,0.786590
HKDGBP,2023-12-05,0.101268
NZDGBP,2023-12-05,0.487880
SGDGBP,2023-12-05,0.591670
USDGBP,2023-12-05,0.791510
HKDGBP,2023-12-06,0.101538
NZDGBP,2023-12-06,0.486930
SGDGBP,2023-12-06,0.592010
USDGBP,2023-12-06,0.794000
HKDGBP,2023-12-07,0.101940
NZDGBP,2023-12-07,0.488860
SGDGBP,2023-12-07,0.593420
USDGBP,2023-12-07,0.796260
HKDGBP,2023-12-08,0.101683
NZDGBP,2023-12-08,0.489330
SGDGBP,2023-12-08,0.592930
USDGBP,2023-12-08,0.794310
HKDGBP,2023-12-11,0.101982
NZDGBP,2023-12-11,0.487750
SGDGBP,2023-12-11,0.593730
USDGBP,2023-12-11,0.796510
HKDGBP,2023-12-12,0.102038
NZDGBP,2023-12-12,0.487600
SGDGBP,2023-12-12,0.592690
USDGBP,2023-12-12,0.796520
HKDGBP,2023-12-13,0.101858
NZDGBP,2023-12-13,0.488140
SGDGBP,2023-12-13,0.593070
USDGBP,2023-12-13,0.795500
HKDGBP,2023-12-14,0.101412
NZDGBP,2023-12-14,0.490380
SGDGBP,2023-12-14,0.594350
USDGBP,2023-12-14,0.792210
HKDGBP,2023-12-15,0.100302
NZDGBP,2023-12-15,0.486480
SGDGBP,2023-12-15,0.589450
USDGBP,2023-12-15,0.783000
HKDGBP,2023-12-18,0.101120
NZDGBP,2023-12-18,0.489940
SGDGBP,2023-12-18,0.591810
USDGBP,2023-12-18,0.789120
HKDGBP,2023-12-19,0.101395
NZDGBP,2023-12-19,0.491040
SGDGBP,2023-12-19,0.593270
USDGBP,2023-12-19,0.790400
HKDGBP,2023-12-20,0.100686
NZDGBP,2023-12-20,0.492380
SGDGBP,2023-12-20,0.591060
USDGBP,2023-12-20,0.785380
HKDGBP,2023-12-21,0.101319
NZDGBP,2023-12-21,0.494630
SGDGBP,2023-12-21,0.593920
USDGBP,2023-12-21,0.791060
HKDGBP,2023-12-22,0.100945
NZDGBP,2023-12-22,0.496000
SGDGBP,2023-12-22,0.594001
USDGBP,2023-12-22,0.788333
HKDGBP,2023-12-25,0.100945
NZDGBP,2023-12-25,0.491800
SGDGBP,2023-12-25,0.591597
USDGBP,2023-12-25,0.788830
HKDGBP,2023-12-26,0.100774
NZDGBP,2023-12-26,0.496090
SGDGBP,2023-12-26,0.593902
USDGBP,2023-12-26,0.787100
HKDGBP,2023-12-27,0.100629
NZDGBP,2023-12-27,0.497140
SGDGBP,2023-12-27,0.593700
USDGBP,2023-12-27,0.785720
HKDGBP,2023-12-28,0.100014
NZDGBP,2023-12-28,0.495900
SGDGBP,2023-12-28,0.591910
USDGBP,2023-12-28,0.781200
HKDGBP,2023-12-29,0.100529
NZDGBP,2023-12-29,0.497390
SGDGBP,2023-12-29,0.594771
USDGBP,2023-12-29,0.785300
HKDGBP,2024-01-01,0.100529
NZDGBP,2024-01-01,0.496030
SGDGBP,2024-01-01,0.594849
USDGBP,2024-01-01,0.785546
HKDGBP,2024-01-02,0.100577
NZDGBP,2024-01-02,0.496010
SGDGBP,2024-01-02,0.595190
USDGBP,2024-01-02,0.785620
HKDGBP,2024-01-03,0.101354
NZDGBP,2024-01-03,0.494900
SGDGBP,2024-01-03,0.597170
USDGBP,2024-01-03,0.792200
HKDGBP,2024-01-04,0.101057
NZDGBP,2024-01-04,0.493140
SGDGBP,2024-01-04,0.593900
USDGBP,2024-01-04,0.789000
HKDGBP,2024-01-05,0.100955
NZDGBP,2024-01-05,0.491170
SGDGBP,2024-01-05,0.592960
USDGBP,2024-01-05,0.788390
HKDGBP,2024-01-08,0.100653
NZDGBP,2024-01-08,0.491220
SGDGBP,2024-01-08,0.591265
USDGBP,2024-01-08,0.786300
HKDGBP,2024-01-09,0.100508
NZDGBP,2024-01-09,0.490400
SGDGBP,2024-01-09,0.590520
USDGBP,2024-01-09,0.784610
HKDGBP,2024-01-10,0.100646
NZDGBP,2024-01-10,0.490550
SGDGBP,2024-01-10,0.590980
USDGBP,2024-01-10,0.786600
HKDGBP,2024-01-11,0.100331
NZDGBP,2024-01-11,0.488500
SGDGBP,2024-01-11,0.589280
USDGBP,2024-01-11,0.784610
HKDGBP,2024-01-12,0.100103
NZDGBP,2024-01-12,0.488420
SGDGBP,2024-01-12,0.588440
USDGBP,2024-01-12,0.782610
HKDGBP,2024-01-15,0.100392
NZDGBP,2024-01-15,0.489280
SGDGBP,2024-01-15,0.589390
USDGBP,2024-01-15,0.785140
HKDGBP,2024-01-16,0.100521
NZDGBP,2024-01-16,0.486730
SGDGBP,2024-01-16,0.589460
USDGBP,2024-01-16,0.786400
HKDGBP,2024-01-17,0.101094
NZDGBP,2024-01-17,0.485800
SGDGBP,2024-01-17,0.589330
USDGBP,2024-01-17,0.791230
HKDGBP,2024-01-18,0.100841
NZDGBP,2024-01-18,0.482170
SGDGBP,2024-01-18,0.586710
USDGBP,2024-01-18,0.788840
HKDGBP,2024-01-19,0.100589
NZDGBP,2024-01-19,0.481200
SGDGBP,2024-01-19,0.585480
USDGBP,2024-01-19,0.786790
HKDGBP,2024-01-22,0.100720
NZDGBP,2024-01-22,0.481670
SGDGBP,2024-01-22,0.587350
USDGBP,2024-01-22,0.787410
HKDGBP,2024-01-23,0.100658
NZDGBP,2024-01-23,0.477910
SGDGBP,2024-01-23,0.586240
USDGBP,2024-01-23,0.786970
HKDGBP,2024-01-24,0.100726
NZDGBP,2024-01-24,0.480790
SGDGBP,2024-01-24,0.587540
USDGBP,2024-01-24,0.787900
HKDGBP,2024-01-25,0.100567
NZDGBP,2024-01-25,0.480140
SGDGBP,2024-01-25,0.586820
USDGBP,2024-01-25,0.786240
HKDGBP,2024-01-26,0.100641
NZDGBP,2024-01-26,0.480600
SGDGBP,2024-01-26,0.587040
USDGBP,2024-01-26,0.786890
HKDGBP,2024-01-29,0.100781
NZDGBP,2024-01-29,0.479760
SGDGBP,2024-01-29,0.586366
USDGBP,2024-01-29,0.787550
HKDGBP,2024-01-30,0.100660
NZDGBP,2024-01-30,0.482470
SGDGBP,2024-01-30,0.587100
USDGBP,2024-01-30,0.786580
HKDGBP,2024-01-31,0.100756
NZDGBP,2024-01-31,0.482900
SGDGBP,2024-01-31,0.588030
USDGBP,2024-01-31,0.787680
HKDGBP,2024-02-01,0.100891
NZDGBP,2024-02-01,0.481990
SGDGBP,2024-02-01,0.588350
USDGBP,2024-02-01,0.788740
HKDGBP,2024-02-02,0.100311
NZDGBP,2024-02-02,0.482030
SGDGBP,2024-02-02,0.586830
USDGBP,2024-02-02,0.784480
HKDGBP,2024-02-05,0.101287
NZDGBP,2024-02-05,0.480290
SGDGBP,2024-02-05,0.589640
USDGBP,2024-02-05,0.792270
HKDGBP,2024-02-06,0.101996
NZDGBP,2024-02-06,0.482830
SGDGBP,2024-02-06,0.592220
USDGBP,2024-02-06,0.797800
HKDGBP,2024-02-07,0.101412
NZDGBP,2024-02-07,0.483820
SGDGBP,2024-02-07,0.590360
USDGBP,2024-02-07,0.793240
HKDGBP,2024-02-08,0.101272
NZDGBP,2024-02-08,0.483730
SGDGBP,2024-02-08,0.589490
USDGBP,2024-02-08,0.791930
HKDGBP,2024-02-09,0.101304
NZDGBP,2024-02-09,0.483880
SGDGBP,2024-02-09,0.588250
USDGBP,2024-02-09,0.792360
HKDGBP,2024-02-12,0.101183
NZDGBP,2024-02-12,0.486390
SGDGBP,2024-02-12,0.588180
USDGBP,2024-02-12,0.791310
HKDGBP,2024-02-13,0.101296
NZDGBP,2024-02-13,0.485310
SGDGBP,2024-02-13,0.588860
USDGBP,2024-02-13,0.791920
HKDGBP,2024-02-14,0.101567
NZDGBP,2024-02-14,0.481050
SGDGBP,2024-02-14,0.587790
USDGBP,2024-02-14,0.794240
HKDGBP,2024-02-15,0.101765
NZDGBP,2024-02-15,0.484510
SGDGBP,2024-02-15,0.590290
USDGBP,2024-02-15,0.795650
HKDGBP,2024-02-16,0.101485
NZDGBP,2024-02-16,0.484940
SGDGBP,2024-02-16,0.589760
USDGBP,2024-02-16,0.793700
HKDGBP,2024-02-19,0.101381
NZDGBP,2024-02-19,0.486500
SGDGBP,2024-02-19,0.589340
USDGBP,2024-02-19,0.792950
HKDGBP,2024-02-20,0.101572
NZDGBP,2024-02-20,0.487900
SGDGBP,2024-02-20,0.590010
USDGBP,2024-02-20,0.794430
HKDGBP,2024-02-21,0.101261
NZDGBP,2024-02-21,0.488440
SGDGBP,2024-02-21,0.589380
USDGBP,2024-02-21,0.791930
HKDGBP,2024-02-22,0.101172
NZDGBP,2024-02-22,0.488940
SGDGBP,2024-02-22,0.588710
USDGBP,2024-02-22,0.791260
HKDGBP,2024-02-23,0.100947
NZDGBP,2024-02-23,0.489130
SGDGBP,2024-02-23,0.588060
USDGBP,2024-02-23,0.789660
HKDGBP,2024-02-26,0.100845
NZDGBP,2024-02-26,0.488120
SGDGBP,2024-02-26,0.587350
USDGBP,2024-02-26,0.789100
HKDGBP,2024-02-27,0.100747
NZDGBP,2024-02-27,0.486000
SGDGBP,2024-02-27,0.586390
USDGBP,2024-02-27,0.788360
HKDGBP,2024-02-28,0.100778
NZDGBP,2024-02-28,0.486470
SGDGBP,2024-02-28,0.586700
USDGBP,2024-02-28,0.788540
HKDGBP,2024-02-29,0.100900
NZDGBP,2024-02-29,0.481410
SGDGBP,2024-02-29,0.586720
USDGBP,2024-02-29,0.789700
HKDGBP,2024-03-01,0.101172
NZDGBP,2024-03-01,0.481940
SGDGBP,2024-03-01,0.588440
USDGBP,2024-03-01,0.792050
HKDGBP,2024-03-04,0.100893
NZDGBP,2024-03-04,0.482030
SGDGBP,2024-03-04,0.587720
USDGBP,2024-03-04,0.789870
HKDGBP,2024-03-05,0.100697
NZDGBP,2024-03-05,0.480320
SGDGBP,2024-03-05,0.586540
USDGBP,2024-03-05,0.787900
HKDGBP,2024-03-06,0.100591
NZDGBP,2024-03-06,0.479090
SGDGBP,2024-03-06,0.586040
USDGBP,2024-03-06,0.787100
HKDGBP,2024-03-07,0.100356
NZDGBP,2024-03-07,0.481080
SGDGBP,2024-03-07,0.586610
USDGBP,2024-03-07,0.785210
HKDGBP,2024-03-08,0.099787
NZDGBP,2024-03-08,0.482110
SGDGBP,2024-03-08,0.585390
USDGBP,2024-03-08,0.780300
HKDGBP,2024-03-11,0.099468
NZDGBP,2024-03-11,0.480610
SGDGBP,2024-03-11,0.584250
USDGBP,2024-03-11,0.777900
HKDGBP,2024-03-12,0.099730
NZDGBP,2024-03-12,0.481270
SGDGBP,2024-03-12,0.586369
USDGBP,2024-03-12,0.780043
HKDGBP,2024-03-13,0.099888
NZDGBP,2024-03-13,0.480520
SGDGBP,2024-03-13,0.586520
USDGBP,2024-03-13,0.781500
HKDGBP,2024-03-14,0.099845
NZDGBP,2024-03-14,0.481300
SGDGBP,2024-03-14,0.586410
USDGBP,2024-03-14,0.781120
HKDGBP,2024-03-15,0.100293
NZDGBP,2024-03-15,0.480450
SGDGBP,2024-03-15,0.587060
USDGBP,2024-03-15,0.784570
HKDGBP,2024-03-18,0.100417
NZDGBP,2024-03-18,0.478020
SGDGBP,2024-03-18,0.586930
USDGBP,2024-03-18,0.785460
HKDGBP,2024-03-19,0.100482
NZDGBP,2024-03-19,0.477700
SGDGBP,2024-03-19,0.586670
USDGBP,2024-03-19,0.785720
HKDGBP,2024-03-20,0.100498
NZDGBP,2024-03-20,0.475470
SGDGBP,2024-03-20,0.585580
USDGBP,2024-03-20,0.786200
HKDGBP,2024-03-21,0.099879
NZDGBP,2024-03-21,0.475720
SGDGBP,2024-03-21,0.583470
USDGBP,2024-03-21,0.781350
HKDGBP,2024-03-22,0.100989
NZDGBP,2024-03-22,0.477470
SGDGBP,2024-03-22,0.587750
USDGBP,2024-03-22,0.789770
HKDGBP,2024-03-25,0.101445
NZDGBP,2024-03-25,0.475400
SGDGBP,2024-03-25,0.588130
USDGBP,2024-03-25,0.793780
HKDGBP,2024-03-26,0.101164
NZDGBP,2024-03-26,0.474800
SGDGBP,2024-03-26,0.587890
USDGBP,2024-03-26,0.791270
HKDGBP,2024-03-27,0.101218
NZDGBP,2024-03-27,0.475600
SGDGBP,2024-03-27,0.588540
USDGBP,2024-03-27,0.791860
HKDGBP,2024-03-28,0.101304
NZDGBP,2024-03-28,0.474860
SGDGBP,2024-03-28,0.587580
USDGBP,2024-03-28,0.792600
HKDGBP,2024-03-29,0.101304
NZDGBP,2024-03-29,0.472990
SGDGBP,2024-03-29,0.586407
USDGBP,2024-03-29,0.792000
HKDGBP,2024-04-01,0.101112
NZDGBP,2024-04-01,0.473640
SGDGBP,2024-04-01,0.587090
USDGBP,2024-04-01,0.791310
HKDGBP,2024-04-02,0.101845
NZDGBP,2024-04-02,0.474280
SGDGBP,2024-04-02,0.589220
USDGBP,2024-04-02,0.797100
HKDGBP,2024-04-03,0.101564
NZDGBP,2024-04-03,0.474540
SGDGBP,2024-04-03,0.588310
USDGBP,2024-04-03,0.795110
HKDGBP,2024-04-04,0.100961
NZDGBP,2024-04-04,0.475320
SGDGBP,2024-04-04,0.586310
USDGBP,2024-04-04,0.790400
HKDGBP,2024-04-05,0.101052
NZDGBP,2024-04-05,0.476770
SGDGBP,2024-04-05,0.586610
USDGBP,2024-04-05,0.791127
HKDGBP,2024-04-08,0.101169
NZDGBP,2024-04-08,0.475510
SGDGBP,2024-04-08,0.586990
USDGBP,2024-04-08,0.792060
HKDGBP,2024-04-09,0.100870
NZDGBP,2024-04-09,0.476650
SGDGBP,2024-04-09,0.586310
USDGBP,2024-04-09,0.789970
HKDGBP,2024-04-10,0.100730
NZDGBP,2024-04-10,0.478370
SGDGBP,2024-04-10,0.586510
USDGBP,2024-04-10,0.788790
HKDGBP,2024-04-11,0.101797
NZDGBP,2024-04-11,0.476470
SGDGBP,2024-04-11,0.589050
USDGBP,2024-04-11,0.797600
HKDGBP,2024-04-12,0.101623
NZDGBP,2024-04-12,0.477890
SGDGBP,2024-04-12,0.588720
USDGBP,2024-04-12,0.796510
HKDGBP,2024-04-15,0.102377
NZDGBP,2024-04-15,0.476900
SGDGBP,2024-04-15,0.589860
USDGBP,2024-04-15,0.802450
HKDGBP,2024-04-16,0.102604
NZDGBP,2024-04-16,0.473900
SGDGBP,2024-04-16,0.589370
USDGBP,2024-04-16,0.803380
HKDGBP,2024-04-17,0.102709
NZDGBP,2024-04-17,0.473900
SGDGBP,2024-04-17,0.589440
USDGBP,2024-04-17,0.804440
HKDGBP,2024-04-18,0.102542
NZDGBP,2024-04-18,0.474710
SGDGBP,2024-04-18,0.590220
USDGBP,2024-04-18,0.802970
HKDGBP,2024-04-19,0.102669
NZDGBP,2024-04-19,0.474590
SGDGBP,2024-04-19,0.590310
USDGBP,2024-04-19,0.804010
HKDGBP,2024-04-22,0.103162
NZDGBP,2024-04-22,0.476600
SGDGBP,2024-04-22,0.593500
USDGBP,2024-04-22,0.808030
HKDGBP,2024-04-23,0.103330
NZDGBP,2024-04-23,0.479340
SGDGBP,2024-04-23,0.594450
USDGBP,2024-04-23,0.809700
HKDGBP,2024-04-24,0.102492
NZDGBP,2024-04-24,0.476500
SGDGBP,2024-04-24,0.589980
USDGBP,2024-04-24,0.803000
HKDGBP,2024-04-25,0.102489
NZDGBP,2024-04-25,0.476320
SGDGBP,2024-04-25,0.589370
USDGBP,2024-04-25,0.802600
HKDGBP,2024-04-26,0.102128
NZDGBP,2024-04-26,0.476240
SGDGBP,2024-04-26,0.588180
USDGBP,2024-04-26,0.799420
HKDGBP,2024-04-29,0.102103
NZDGBP,2024-04-29,0.475380
SGDGBP,2024-04-29,0.587120
USDGBP,2024-04-29,0.799330
HKDGBP,2024-04-30,0.101741
NZDGBP,2024-04-30,0.475370
SGDGBP,2024-04-30,0.585370
USDGBP,2024-04-30,0.796190
HKDGBP,2024-05-01,0.102333
NZDGBP,2024-05-01,0.470640
SGDGBP,2024-05-01,0.586390
USDGBP,2024-05-01,0.800630
HKDGBP,2024-05-02,0.101950
NZDGBP,2024-05-02,0.472700
SGDGBP,2024-05-02,0.586360
USDGBP,2024-05-02,0.797490
HKDGBP,2024-05-03,0.102048
NZDGBP,2024-05-03,0.475500
SGDGBP,2024-05-03,0.589000
USDGBP,2024-05-03,0.797410
HKDGBP,2024-05-06,0.102084
NZDGBP,2024-05-06,0.478950
SGDGBP,2024-05-06,0.590220
USDGBP,2024-05-06,0.797380
HKDGBP,2024-05-07,0.101834
NZDGBP,2024-05-07,0.478400
SGDGBP,2024-05-07,0.589020
USDGBP,2024-05-07,0.796190
HKDGBP,2024-05-08,0.102275
NZDGBP,2024-05-08,0.479630
SGDGBP,2024-05-08,0.590390
USDGBP,2024-05-08,0.799910
HKDGBP,2024-05-09,0.102397
NZDGBP,2024-05-09,0.480510
SGDGBP,2024-05-09,0.590470
USDGBP,2024-05-09,0.800430
HKDGBP,2024-05-10,0.102166
NZDGBP,2024-05-10,0.481820
SGDGBP,2024-05-10,0.590320
USDGBP,2024-05-10,0.798360
HKDGBP,2024-05-13,0.102175
NZDGBP,2024-05-13,0.480510
SGDGBP,2024-05-13,0.589410
USDGBP,2024-05-13,0.798540
HKDGBP,2024-05-14,0.101894
NZDGBP,2024-05-14,0.479410
SGDGBP,2024-05-14,0.588330
USDGBP,2024-05-14,0.796060
HKDGBP,2024-05-15,0.101715
NZDGBP,2024-05-15,0.480100
SGDGBP,2024-05-15,0.587620
USDGBP,2024-05-15,0.794580
HKDGBP,2024-05-16,0.100922
NZDGBP,2024-05-16,0.483020
SGDGBP,2024-05-16,0.586450
USDGBP,2024-05-16,0.788020
HKDGBP,2024-05-17,0.101151
NZDGBP,2024-05-17,0.483190
SGDGBP,2024-05-17,0.586310
USDGBP,2024-05-17,0.789141
HKDGBP,2024-05-20,0.100861
NZDGBP,2024-05-20,0.482890
SGDGBP,2024-05-20,0.585140
USDGBP,2024-05-20,0.787000
HKDGBP,2024-05-21,0.100881
NZDGBP,2024-05-21,0.480450
SGDGBP,2024-05-21,0.583870
USDGBP,2024-05-21,0.786730
HKDGBP,2024-05-22,0.100797
NZDGBP,2024-05-22,0.479310
SGDGBP,2024-05-22,0.583877
USDGBP,2024-05-22,0.786700
HKDGBP,2024-05-23,0.100729
NZDGBP,2024-05-23,0.479450
SGDGBP,2024-05-23,0.582030
USDGBP,2024-05-23,0.786100
HKDGBP,2024-05-24,0.100877
NZDGBP,2024-05-24,0.480240
SGDGBP,2024-05-24,0.582700
USDGBP,2024-05-24,0.787770
HKDGBP,2024-05-27,0.100495
NZDGBP,2024-05-27,0.480570
SGDGBP,2024-05-27,0.581540
USDGBP,2024-05-27,0.785170
HKDGBP,2024-05-28,0.100285
NZDGBP,2024-05-28,0.481620
SGDGBP,2024-05-28,0.580500
USDGBP,2024-05-28,0.782940
HKDGBP,2024-05-29,0.100339
NZDGBP,2024-05-29,0.481230
SGDGBP,2024-05-29,0.581060
USDGBP,2024-05-29,0.783800
HKDGBP,2024-05-30,0.100781
NZDGBP,2024-05-30,0.481380
SGDGBP,2024-05-30,0.582420
USDGBP,2024-05-30,0.787526
HKDGBP,2024-05-31,0.100490
NZDGBP,2024-05-31,0.480410
SGDGBP,2024-05-31,0.581780
USDGBP,2024-05-31,0.785520
HKDGBP,2024-06-03,0.100337
NZDGBP,2024-06-03,0.482350
SGDGBP,2024-06-03,0.580880
USDGBP,2024-06-03,0.784700
HKDGBP,2024-06-04,0.099825
NZDGBP,2024-06-04,0.483300
SGDGBP,2024-06-04,0.580190
USDGBP,2024-06-04,0.780630
HKDGBP,2024-06-05,0.100196
